"dipole_mom","dipole_loc","dipole_freq","low_success","low_count","medium_success","medium_count","high_success","high_count"
"(-4.596547940247273, 4.142369135567517, -0.7005292607483498)","(-1.8175889826494007, -5.237126239391348, 4.033770301799983)","345","6881","13500","6793","13500","6791","13500"
"(-5.142059513454421, 5.854006861219131, 0.11534976633950303)","(-9.595587007172274, 3.4920924070467088, 3.7091886578997864)","346","7334","13500","7370","13500","7264","13500"
"(3.0276850799576414, 0.9432170087330122, 8.49766751298688)","(8.613572995352335, 9.084620273870101, 4.148192175792606)","347","7379","13500","7279","13500","7179","13500"
"(-4.266594861003628, 3.619320757075147, 5.433802509497399)","(-6.8873710898333185, 5.787122370865719, 4.104082445642719)","348","1549","13500","1671","13500","1858","13500"
"(-0.6691399104508177, 0.9984123482258231, -0.35275174254775943)","(-7.1457030107873365, -0.5631962843252118, 4.232020271165298)","349","7444","13500","7404","13500","7314","13500"
"(-1.6576762505084206, -4.440995272493779, 4.799702577074726)","(6.84957404157635, 0.29126424086794245, 3.9037557071262237)","350","7062","13500","7142","13500","7115","13500"
"(-4.81770339997329, 2.9621434565831986, 4.6314217681410925)","(-9.91462515416841, 4.478547480891166, 3.783801376604472)","351","7321","13500","7268","13500","7128","13500"
"(-2.499843792204922, -2.027870272969736, -2.2885365804270883)","(-1.4357245004983437, 8.761033283014498, 4.2927325110252275)","352","7287","13500","7173","13500","7021","13500"
"(5.760069172699008, 7.823071388612213, -1.6740285689819634)","(-9.338244530226977, 6.2149787882124485, 3.9213754158648864)","353","7338","13500","7338","13500","7288","13500"
"(1.7088929852159789, 7.058750379416931, 3.0423370061016293)","(8.49843673648451, 3.7654581993055753, 3.5593912642312935)","354","7247","13500","7166","13500","7000","13500"
"(4.974272109325721, -8.181820162621953, 0.07695147430847527)","(-7.166378324123386, -6.354298570182877, 4.3251219379275305)","355","7122","13500","7159","13500","7173","13500"
"(-2.1242342182067673, 4.795268870914089, -4.357376251678342)","(2.9682703929968426, -7.552797770627924, 4.089713294771624)","356","1627","13500","1807","13500","1921","13500"
"(-3.951117650750644, 3.506932723669112, -3.5261836194432954)","(-0.2775713049969415, -3.700230560579132, 4.391107093955435)","357","1751","13500","2030","13500","2279","13500"
"(2.555278815622147, 5.35386050870521, -7.869579961483833)","(2.3309203337662776, 9.699638566818866, 4.013074237371733)","358","7336","13500","7237","13500","7386","13500"
"(4.232351718077982, -2.5284726836657296, -8.230222943876477)","(-0.43363503740562237, -5.277756836976906, 3.522799246981918)","359","1446","13500","1604","13500","1814","13500"
"(6.0393067294846485, -0.47715800115290624, 5.380568184229686)","(-5.3516529900068015, 4.731646838957225, 4.243322752515243)","360","7209","13500","7037","13500","6981","13500"
